Employer_ID,City_ID,Contract_ID,StartDate,EndDate,Job_Slots,Total_Contract_Value,Applications,Apply_Start_Clicks,Click_Market_Value,Job_Listings,City_Name,State_ID,State_Name,StartMonth,EndMonth,Renewal_Flag
2469600,1588,1377216,2016-09-18,2016-10-17,15,745,135,175,3496.95,5,Haines,OR,Oregon,9,10,1
2980827,3319,1671876,2017-01-24,2017-02-07,15,495,50,45,1249.8,5,Indian Hills,TX,Texas,1,2,0
2980827,2605,1671876,2017-01-24,2017-02-14,15,495,90,100,2080.5,5,Oglesby,TX,Texas,1,2,0
1926400,11238,2154816,2017-07-29,2017-08-28,15,495,5,20,1306.25,0,East Prairie,MO,Missouri,7,8,0
2228347,5653,1714608,2017-02-11,2017-03-10,15,495,0,0,0.0,0,Ashley,IL,Illinois,2,3,0
5237733,3918,2543844,2017-12-09,2018-01-08,15,1495,55,85,5067.0,0,Oakview,MO,Missouri,12,1,1
2469280,276,1732224,2017-02-18,2017-03-17,15,1245,0,120,1088.6,0,Sansom Park,TX,Texas,2,3,1
2980533,3132,2140920,2017-07-25,2017-08-24,15,495,45,105,3641.8,5,Sultan,WA,Washington,7,8,1
3715040,5780,2113956,2017-07-15,2017-08-14,15,495,0,35,777.2,0,Wamic,OR,Oregon,7,8,1
4233893,10322,2285568,2017-09-15,2017-10-14,15,745,130,115,4368.1,0,Robstown,TX,Texas,9,10,0
4686853,10615,2436912,2017-11-03,2017-11-09,15,745,0,0,0.0,0,Early,TX,Texas,11,11,0
6760507,3792,2693064,2018-01-25,2018-02-24,15,995,105,200,467.5,15,Park Forest,IL,Illinois,1,2,1
2632880,11256,1446132,2016-10-14,2016-11-13,15,1245,25,30,1480.35,5,Hidden Hills,CA,California,10,11,1
2871040,8786,2419656,2017-10-29,2017-11-28,15,745,0,0,4.6,0,Conway,WA,Washington,10,11,1
3345120,5517,1837392,2017-03-29,2017-04-28,15,1495,0,5,195.2,0,San Dimas,CA,California,3,4,1
3393227,3890,2095248,2017-07-08,2017-08-07,15,745,55,90,2308.5,0,Albion,WA,Washington,7,8,1
3411867,10372,1937376,2017-05-09,2017-06-08,15,495,0,65,344.55,0,Cambridge Springs,PA,Pennsylvania,5,6,1
4903227,1315,2501004,2017-11-25,2017-12-24,15,995,95,215,3983.85,15,Austintown,OH,Ohio,11,12,1
6049093,5713,2595696,2017-12-23,2018-01-22,15,995,55,95,4223.7,0,Chapin,IL,Illinois,12,1,1
2151627,379,1279608,2016-07-31,2016-08-30,15,495,0,10,350.1,0,Clarksdale,MO,Missouri,7,8,1
2342560,9365,1335240,2016-08-28,2016-09-27,15,1245,0,55,2550.6,5,Homer City,PA,Pennsylvania,8,9,1
4629813,10315,2325144,2017-09-28,2017-10-27,15,495,45,50,1519.1,15,Maryland Heights,MO,Missouri,9,10,1
5073040,5950,2835648,2018-03-08,2018-04-07,15,1495,40,80,4634.05,15,Amanda,OH,Ohio,3,4,0
6349387,10266,2681748,2018-01-21,2018-01-22,50,2995,0,0,114.0,0,Willow Springs,MO,Missouri,1,1,0
6992293,1980,2754156,2018-02-12,2018-03-11,15,1245,75,100,3325.95,0,Bushnell,IL,Illinois,2,3,1
2029120,6449,1299516,2016-08-11,2016-09-10,15,1495,45,100,2683.5,0,Kelly Ridge,CA,California,8,9,1
2546347,6889,1413312,2016-09-30,2016-10-03,15,1745,0,35,760.5,0,Stonerstown,PA,Pennsylvania,9,10,0
3785440,6679,2232228,2017-08-26,2017-09-25,15,495,235,225,3036.0,0,Northport,NY,New York,8,9,0
6049093,6612,2789940,2018-02-23,2018-03-22,15,995,55,55,2537.05,10,Sandy Hollow-Escondidas,TX,Texas,2,3,1
5550987,3231,2413320,2017-10-27,2017-11-14,15,995,35,95,2353.2,0,Gorman,TX,Texas,10,11,0
6950080,8129,2744988,2018-02-09,2018-03-08,15,1745,0,155,5309.55,0,Albion,PA,Pennsylvania,2,3,1
1002933,2379,2764380,2018-02-14,2018-03-14,50,2695,0,1210,41994.0,30,Birch Tree,MO,Missouri,2,3,1
1621173,10865,2393976,2017-10-21,2017-11-20,15,745,0,0,30.4,0,Hays,TX,Texas,10,11,1
2167067,314,1347444,2016-09-03,2016-09-13,15,995,0,0,0.0,0,Fairport Harbor,OH,Ohio,9,9,0
2532800,11186,2610096,2017-12-29,2018-01-28,15,495,0,0,0.0,0,Denison,IA,Iowa,12,1,1
2532800,7471,2810052,2018-03-01,2018-03-28,15,495,0,0,0.0,0,Osceola,IA,Iowa,3,3,1
1502213,8310,1512156,2016-11-12,2016-12-11,50,1745,135,155,2784.65,0,Des Peres,MO,Missouri,11,12,1
1915840,10433,1260720,2016-07-23,2016-08-22,15,495,55,80,2041.15,5,Carrollton,IL,Illinois,7,8,1
2184960,6612,1288272,2016-08-05,2016-09-04,15,495,15,65,3806.55,30,Sandy Hollow-Escondidas,TX,Texas,8,9,1
3697973,3774,2373816,2017-10-14,2017-11-13,15,495,0,0,0.0,0,St. Joseph,IA,Iowa,10,11,1
4418453,4352,2087940,2017-07-05,2017-07-06,15,495,0,0,17.1,0,San Leandro,CA,California,7,7,0
7130213,10235,2785716,2018-02-22,2018-02-27,15,1245,5,5,940.5,0,Elizabethville,PA,Pennsylvania,2,2,0
995867,12,1433604,2016-10-08,2016-11-07,15,1745,0,0,21.3,0,Dublin,PA,Pennsylvania,10,11,1
3018267,10296,1928832,2017-05-05,2017-06-04,15,1245,0,0,0.0,0,Aspinwall,PA,Pennsylvania,5,6,1
4347947,7558,2065656,2017-06-28,2017-07-05,15,1495,5,10,190.0,0,Stone Ridge,NY,New York,6,7,0
2846480,8460,1823724,2017-03-24,2017-04-23,15,1745,0,0,0.0,0,Fern Prairie,WA,Washington,3,4,1
3857867,518,2084256,2017-07-03,2017-07-28,15,495,20,35,1496.25,0,Signal Hill,CA,California,7,7,0
5342640,3127,2527860,2017-12-04,2018-01-03,15,995,0,80,1701.45,0,Tenino,WA,Washington,12,1,1
1664747,2063,1495056,2016-11-04,2016-12-03,15,745,0,90,3110.4,0,Orchard Park,NY,New York,11,12,1
1898107,2243,1747428,2017-02-24,2017-03-23,15,745,0,10,389.35,0,Sheffield,PA,Pennsylvania,2,3,1
2678907,10898,1465224,2016-10-22,2016-11-21,15,1745,35,35,889.2,5,Paradise,CA,California,10,11,1
6331733,10194,2677908,2018-01-20,2018-02-19,15,995,0,170,2962.4,0,Carroll Valley,PA,Pennsylvania,1,2,1
497760,2469,1883568,2017-04-17,2017-05-16,15,1495,0,0,220.4,0,Takilma,OR,Oregon,4,5,1
2668800,9308,1530768,2016-11-21,2016-12-20,15,1745,0,0,0.0,0,Mansfield,IL,Illinois,11,12,1
3952480,8246,1970244,2017-05-21,2017-05-31,15,495,0,5,80.6,0,Naples,NY,New York,5,5,0
2419733,7067,1639620,2017-01-09,2017-02-08,15,745,0,0,11.7,0,Hamburg,NY,New York,1,2,1
2895813,9115,2355180,2017-10-07,2017-11-06,15,495,0,0,0.0,0,West Milton,PA,Pennsylvania,10,11,1
3279680,4859,2045100,2017-06-21,2017-07-20,15,495,45,80,1258.6,5,Masury,OH,Ohio,6,7,1
1719387,9059,2104128,2017-07-12,2017-08-11,15,745,155,170,1515.6,15,East Cape Girardeau,IL,Illinois,7,8,1
1891493,9854,1374204,2016-09-17,2016-10-16,15,495,0,0,0.0,0,Leipsic,OH,Ohio,9,10,1
2176240,5764,1771800,2017-03-04,2017-04-03,15,1495,0,0,0.0,0,Sligo,PA,Pennsylvania,3,4,1
2683547,3934,1898496,2017-04-23,2017-05-22,15,745,15,45,1170.4,0,Dorchester,IL,Illinois,4,5,1
2564107,10907,1920048,2017-05-02,2017-06-01,15,1495,40,15,1580.8,0,Grays Prairie,TX,Texas,5,6,1
5144240,4642,2487984,2017-11-20,2017-12-19,15,1245,85,135,5202.55,10,Durhamville,NY,New York,11,12,1
7117013,7951,2882916,2018-03-22,2018-04-21,15,1745,0,15,40.0,0,Sidney,IA,Iowa,3,4,0
2293093,5632,1318368,2016-08-20,2016-09-15,15,495,95,145,5679.6,0,Southampton,NY,New York,8,9,0
2646160,6386,1451400,2016-10-16,2016-11-15,15,495,30,50,5239.3,5,Muscoy,CA,California,10,11,0
5023493,3174,2636676,2018-01-07,2018-02-06,15,1245,0,490,13100.1,15,Central Point,OR,Oregon,1,2,1
6828560,2371,2712516,2018-01-31,2018-02-28,15,995,0,300,923.8,5,Truesdale,IA,Iowa,1,2,1
1736480,2761,1591008,2016-12-18,2017-01-17,15,745,195,325,6983.15,5,Lemon Grove,CA,California,12,1,1
1745360,10021,1189884,2016-06-19,2016-07-18,15,995,0,0,0.0,0,Barrera,TX,Texas,6,7,1
3745387,4992,2300076,2017-09-20,2017-10-19,15,1495,0,0,0.0,0,Bismarck,IL,Illinois,9,10,1
6898373,240,2730228,2018-02-04,2018-03-03,15,995,45,115,2156.5,0,Santa Cruz,CA,California,2,3,1
2985360,6083,1613292,2016-12-27,2017-01-26,15,745,5,40,418.95,10,Blue Eye,MO,Missouri,12,1,1
3700747,7539,1877484,2017-04-14,2017-05-09,15,745,35,80,266.2,0,Meadville,MO,Missouri,4,5,0
3987040,5004,2120592,2017-07-18,2017-08-17,15,495,0,5,442.75,0,Wanamie,PA,Pennsylvania,7,8,1
5237867,8331,2469396,2017-11-14,2017-12-13,50,2995,340,480,13903.6,0,Apple Creek,OH,Ohio,11,12,1
1683147,10293,1227792,2016-07-08,2016-08-07,15,995,0,0,9.6,0,Donora,PA,Pennsylvania,7,8,1
2004640,9727,1225680,2016-07-07,2016-08-06,15,1745,45,60,1177.5,5,Joplin,MO,Missouri,7,8,1
2809253,3233,1655688,2017-01-17,2017-02-16,15,745,0,0,0.0,0,Washington,IA,Iowa,1,2,1
3308293,1518,1748148,2017-02-24,2017-03-23,15,1245,90,100,2613.5,5,Cleveland,MO,Missouri,2,3,1
3819120,4898,2151348,2017-07-28,2017-08-27,15,1245,20,40,1786.95,0,Birmingham,MO,Missouri,7,8,1
4195120,7344,2099940,2017-07-10,2017-08-09,15,495,5,20,1400.3,0,River Road,WA,Washington,7,8,1
4361493,6450,2509404,2017-11-29,2017-12-04,15,745,0,0,0.0,0,Turkey,TX,Texas,11,12,0
6838213,9054,2712720,2018-01-31,2018-02-11,15,995,65,70,1529.5,0,Gilliam,MO,Missouri,1,2,0
1804507,3003,1207668,2016-06-29,2016-07-28,15,495,0,0,0.0,0,Findlay,OH,Ohio,6,7,1
2604720,191,1570236,2016-12-09,2017-01-08,15,495,10,20,2474.1,0,Hallstead,PA,Pennsylvania,12,1,1
2806453,7448,1728936,2017-02-17,2017-03-16,50,2245,70,100,6542.25,0,Lehighton,PA,Pennsylvania,2,3,1
1903147,8650,2213592,2017-08-19,2017-09-18,15,745,0,0,0.0,0,Seymour,IL,Illinois,8,9,1
2437093,2834,1509744,2016-11-11,2016-12-09,15,1245,60,150,2411.1,0,Howardville,MO,Missouri,11,12,0
2558747,3008,1630944,2017-01-05,2017-02-04,15,745,20,45,666.9,0,Conneaut Lake,PA,Pennsylvania,1,2,1
3486293,1510,1887744,2017-04-19,2017-05-18,15,1245,10,20,509.2,0,Depauville,NY,New York,4,5,1
912427,4700,2056332,2017-06-24,2017-07-23,15,495,0,25,1029.9,0,Clear Creek,CA,California,6,7,1
3029467,5419,2263140,2017-09-07,2017-09-27,15,1745,0,0,0.0,0,Prado Verde,TX,Texas,9,9,0
3531653,10279,1978404,2017-05-25,2017-06-24,15,1495,5,25,609.3,0,Midway North,TX,Texas,5,6,1
3701813,10463,2281920,2017-09-14,2017-10-13,15,1245,45,70,2359.8,0,Oroville,WA,Washington,9,10,1
4698160,8912,2172924,2017-08-04,2017-08-25,15,495,65,70,2573.55,0,Burnham,PA,Pennsylvania,8,8,0
834320,11155,1304880,2016-08-13,2016-09-12,15,1245,205,240,7916.25,20,Westgate,IA,Iowa,8,9,1
2675440,10460,1465020,2016-10-22,2016-11-02,15,1745,5,20,1119.3,0,Excelsior Estates,MO,Missouri,10,11,0
4438960,4519,2355384,2017-10-07,2017-11-06,15,745,160,175,831.0,20,Parkway,CA,California,10,11,1
6522507,3745,2620272,2018-01-01,2018-01-31,15,995,25,65,1138.6,10,St. Marys,IA,Iowa,1,1,1
6910560,7002,2828724,2018-03-06,2018-04-05,15,995,0,0,1.55,0,Thorndale,PA,Pennsylvania,3,4,0
2721973,2535,1547448,2016-11-30,2016-12-29,15,1245,0,0,0.0,0,Le Roy,NY,New York,11,12,1
2727787,10640,1552032,2016-12-01,2016-12-06,15,1745,20,35,500.55,0,Manzanita,OR,Oregon,12,12,0
3822560,10690,1988880,2017-05-29,2017-06-28,15,495,5,15,1030.7,0,Mechanicsburg,IL,Illinois,5,6,1
4461947,2385,2639676,2018-01-09,2018-02-08,15,495,0,250,5720.15,20,Fox Lake,IL,Illinois,1,2,1
6870347,8234,2722116,2018-02-02,2018-03-01,15,995,0,10,201.0,5,Evergreen,TX,Texas,2,3,1
1784080,3676,1123440,2016-05-26,2016-06-25,15,745,20,40,1992.15,5,McCloud,CA,California,5,6,0
1976720,3449,1219692,2016-07-02,2016-08-01,15,1245,50,210,1572.5,0,Tioga,PA,Pennsylvania,7,8,1
2025600,3823,2547684,2017-12-10,2018-01-09,15,495,0,0,0.0,0,Oakland,OR,Oregon,12,1,1
3660320,5088,1864668,2017-04-08,2017-05-07,15,745,45,70,1510.9,0,New Franklin,OH,Ohio,4,5,1
4950933,5470,2246016,2017-08-31,2017-09-19,15,995,10,20,503.6,5,Southside Place,TX,Texas,8,9,0
5169307,9900,2486532,2017-11-19,2017-11-21,15,1495,0,0,73.8,0,Logan Elm Village,OH,Ohio,11,11,0
5257147,8616,2339592,2017-10-01,2017-10-30,15,995,175,515,12733.25,0,East Whittier,CA,California,10,10,1
2485440,10172,1384848,2016-09-22,2016-10-21,15,1245,25,35,1444.95,5,Bolinas,CA,California,9,10,1
2215653,5012,1297296,2016-08-10,2016-08-31,15,495,5,15,2002.1,15,Cuyama,CA,California,8,8,0
3543467,10271,2143788,2017-07-26,2017-08-25,15,495,5,15,795.15,5,Warm Springs,CA,California,7,8,1
4348480,4997,2904828,2018-03-28,2018-04-27,15,745,0,0,5.7,0,Creston,OH,Ohio,3,4,0
924347,7181,2859024,2018-03-15,2018-04-14,15,1745,0,195,580.75,0,Graf,IA,Iowa,3,4,0
827813,10650,1898700,2017-04-23,2017-05-22,15,745,0,5,114.0,0,Garfield,TX,Texas,4,5,1
1391520,3888,2891892,2018-03-24,2018-04-23,50,995,0,30,1920.9,5,Clayton,IA,Iowa,3,4,0
1432000,2534,1435872,2016-10-09,2016-11-08,15,495,45,60,1583.85,5,New Chapel Hill,TX,Texas,10,11,1
2810213,1308,1522128,2016-11-17,2016-12-16,15,1745,50,45,1357.2,10,Leon,IA,Iowa,11,12,1
1596347,3218,1100604,2016-05-14,2016-06-13,15,745,30,65,1137.15,0,Early,IA,Iowa,5,6,1
3743787,7169,1890792,2017-04-20,2017-05-19,15,1495,0,210,433.75,0,Monte Sereno,CA,California,4,5,1
4379973,7177,2073396,2017-06-30,2017-07-29,15,745,0,0,0.0,0,West Elkton,OH,Ohio,6,7,1
6028293,7213,2589408,2017-12-22,2018-01-21,15,995,35,85,1957.95,0,Forest Park,IL,Illinois,12,1,1
5452800,11225,2659392,2018-01-14,2018-02-12,15,995,80,105,2060.8,0,South Connellsville,PA,Pennsylvania,1,2,0
952853,7031,1681356,2017-01-28,2017-02-27,15,1495,445,535,14364.25,30,Hartville,MO,Missouri,1,2,1
2352747,1274,1339476,2016-08-31,2016-09-26,15,495,20,50,825.0,5,Indianola,WA,Washington,8,9,0
3191600,1230,1782996,2017-03-09,2017-04-08,15,1495,40,65,1183.0,5,Morton,IL,Illinois,3,4,1
3227947,5043,2028804,2017-06-15,2017-07-14,15,495,0,0,111.0,15,Maple Valley,WA,Washington,6,7,1
2336027,6766,1332648,2016-08-27,2016-08-31,15,495,0,5,136.8,0,Groveport,OH,Ohio,8,8,0
4195120,509,2748372,2018-02-10,2018-03-09,15,495,15,30,1442.1,0,Lebanon,IL,Illinois,2,3,0
4728133,9255,2633040,2018-01-06,2018-02-05,15,995,20,40,1664.4,0,Andrew,IA,Iowa,1,2,1
2501733,6325,1392828,2016-09-24,2016-10-23,15,745,15,20,1248.0,5,Fairport,NY,New York,9,10,1
5637653,2192,2505300,2017-11-28,2017-12-27,15,1245,30,160,2781.0,0,Laurel,IA,Iowa,11,12,1
1591893,11095,1577472,2016-12-13,2017-01-12,15,745,50,75,2363.4,0,Delta,IA,Iowa,12,1,1
1932027,6465,1200888,2016-06-25,2016-07-24,15,745,15,20,1593.6,5,Waukegan,IL,Illinois,6,7,1
2066320,4715,1529244,2016-11-20,2016-12-19,15,495,0,0,0.0,0,Cedar Ridge,CA,California,11,12,1
2507653,11389,1397508,2016-09-25,2016-10-24,15,1495,0,5,628.35,5,Silver Firs,WA,Washington,9,10,1
2862960,3582,1755804,2017-02-27,2017-03-26,15,495,0,0,0.0,0,Chain of Rocks,MO,Missouri,2,3,1
1147413,7461,2048832,2017-06-22,2017-07-21,15,495,255,485,10945.25,10,Rockdale,TX,Texas,6,7,0
1998507,2549,1290780,2016-08-06,2016-09-05,15,745,0,65,2531.45,0,Quanah,TX,Texas,8,9,0
3301973,5677,1747944,2017-02-24,2017-03-23,15,745,15,30,1634.1,10,Kahlotus,WA,Washington,2,3,1
3511813,6632,1972464,2017-05-23,2017-06-22,15,1745,430,445,5799.4,20,McDermott,OH,Ohio,5,6,1
4256853,1713,2119068,2017-07-17,2017-08-16,15,495,90,75,2894.65,0,Cherokee Strip,CA,California,7,8,1
5203547,8440,2307564,2017-09-22,2017-10-19,15,995,0,70,2061.5,0,Gratis,OH,Ohio,9,10,0
1694640,1777,1233540,2016-07-11,2016-08-10,15,495,0,0,0.0,0,Aurora,OH,Ohio,7,8,1
2103760,1761,1609260,2016-12-24,2017-01-23,15,1745,45,95,4023.45,20,Rifton,NY,New York,12,1,1
2162027,673,1344600,2016-09-02,2016-10-01,15,495,0,0,0.0,0,Tower Lakes,IL,Illinois,9,10,1
2574533,8638,1425960,2016-10-05,2016-11-04,15,995,0,0,0.0,0,Little Valley,NY,New York,10,11,1
2915147,2254,1573512,2016-12-10,2016-12-13,15,495,0,5,134.4,0,Big Thicket Lake Estates,TX,Texas,12,12,0
3522907,3846,1975404,2017-05-24,2017-06-23,15,1245,0,0,0.0,0,East Sonora,CA,California,5,6,1
4149867,3440,2003016,2017-06-04,2017-07-03,15,495,75,135,1549.65,0,Arion,IA,Iowa,6,7,1
4473973,1692,2643684,2018-01-10,2018-02-09,15,1245,0,45,2097.6,0,Elmore,OH,Ohio,1,2,1
756053,10345,2011200,2017-06-08,2017-07-07,15,745,100,125,449.3,0,Lansing,IL,Illinois,6,7,1
4585947,9848,2138664,2017-07-23,2017-08-22,15,495,30,40,2942.6,0,Colonie,NY,New York,7,8,1
5080640,2182,2639880,2018-01-09,2018-02-08,15,995,0,0,22.8,0,Newark,CA,California,1,2,1
1817040,6812,2706516,2018-01-29,2018-02-28,15,1495,0,0,0.0,0,Woodloch,TX,Texas,1,2,1
4773733,2357,2549208,2017-12-11,2018-01-10,15,995,0,305,9776.45,0,Midway South,TX,Texas,12,1,1
5307040,2218,2421936,2017-10-30,2017-11-29,15,1495,105,140,3125.5,20,Kane,IL,Illinois,10,11,1
5141520,10566,2573832,2017-12-18,2018-01-17,15,995,5,15,478.45,0,Lovington,IL,Illinois,12,1,1
5287040,7939,2610624,2017-12-29,2018-01-28,15,1495,625,835,12063.5,0,Silkworth,PA,Pennsylvania,12,1,1
2174320,5506,1697592,2017-02-04,2017-02-13,50,1745,240,1265,31012.8,0,Rancho Santa Margarita,CA,California,2,2,0
3692373,1680,1874952,2017-04-13,2017-05-12,15,1495,80,155,2071.15,0,Millville,PA,Pennsylvania,4,5,1
1869147,995,1167900,2016-06-12,2016-06-13,15,1495,5,10,239.4,0,Marietta-Alderwood,WA,Washington,6,6,0
2241680,4988,1305084,2016-08-13,2016-09-12,15,495,10,30,2334.4,0,Troutdale,OR,Oregon,8,9,1
3469067,6683,2293296,2017-09-17,2017-10-16,15,745,175,310,1198.6,0,Grass Valley,OR,Oregon,9,10,1
3822560,9990,2069508,2017-06-29,2017-07-28,15,495,40,30,2134.9,0,Hurst,IL,Illinois,6,7,1
6523307,3363,2812140,2018-03-01,2018-03-06,50,2995,105,180,5155.65,25,Woden,IA,Iowa,3,3,0
6620853,722,2851284,2018-03-13,2018-04-12,15,995,0,5,573.45,0,Sandoval,IL,Illinois,3,4,0
1142693,3866,2770572,2018-02-17,2018-03-16,15,995,80,170,3210.85,15,Summerhill,PA,Pennsylvania,2,3,1
2261093,2111,1398432,2016-09-26,2016-10-25,15,1245,60,145,4909.65,0,Watkins Glen,NY,New York,9,10,1
2500320,5711,2056128,2017-06-24,2017-07-23,15,745,50,60,1909.35,10,Jacksonville,TX,Texas,6,7,1
2867280,2006,1544676,2016-11-29,2016-12-28,15,495,50,75,1702.5,0,Yellow Springs,OH,Ohio,11,12,1
5019413,9987,2260884,2017-09-06,2017-09-11,15,995,0,5,121.6,0,OBrien,TX,Texas,9,9,0
4967147,2474,2423220,2017-10-31,2017-11-30,15,995,100,180,1512.4,5,Cullom,IL,Illinois,10,11,1
5236640,8506,2892096,2018-03-24,2018-04-23,15,1745,15,15,38.1,0,Palisades,TX,Texas,3,4,0
1732640,6803,1185252,2016-06-17,2016-06-24,15,495,0,10,196.65,15,Georgetown,TX,Texas,6,6,0
4187493,5023,2184432,2017-08-09,2017-09-08,15,745,10,35,1633.05,0,Minier,IL,Illinois,8,9,1
4932000,9499,2503776,2017-11-27,2017-12-26,15,1495,15,20,1687.2,0,Ryderwood,WA,Washington,11,12,1
1845200,7055,1433400,2016-10-08,2016-11-07,15,745,0,0,0.0,0,Travis Ranch,TX,Texas,10,11,1
6668053,10195,2777532,2018-02-20,2018-03-19,15,1245,125,225,5598.25,15,Indian Point,MO,Missouri,2,3,1
7300027,6891,2832576,2018-03-07,2018-04-06,15,995,40,40,954.5,10,Mount Ivy,NY,New York,3,4,0
1822853,10040,1764276,2017-03-02,2017-04-01,15,495,30,95,1129.9,0,Homeworth,OH,Ohio,3,4,1
2778853,10485,1575612,2016-12-11,2017-01-10,15,495,15,40,2587.95,0,Pleasant Hope,MO,Missouri,12,1,1
2828907,7620,1664220,2017-01-20,2017-02-19,15,745,5,15,2499.0,5,Byrnes Mill,MO,Missouri,1,2,1
1491787,11108,1756728,2017-02-28,2017-03-27,15,1245,0,0,0.0,0,Pitcairn,PA,Pennsylvania,2,3,1
1813467,4033,1279404,2016-07-31,2016-08-30,15,495,0,0,0.0,0,Jamul,CA,California,7,8,1
1776987,7355,1121076,2016-05-25,2016-06-22,15,745,45,170,2134.95,5,Cove Neck,NY,New York,5,6,0
2065280,7510,1657752,2017-01-18,2017-01-24,15,1745,20,55,2208.9,0,Soldier,IA,Iowa,1,1,1
2523707,11203,1402836,2016-09-28,2016-10-27,15,1245,20,35,1920.0,5,Athens,NY,New York,9,10,1
2738240,8221,1492692,2016-11-03,2016-12-02,15,495,0,35,3135.0,0,Leming,TX,Texas,11,12,1
2913360,8028,1869156,2017-04-11,2017-04-19,15,745,0,0,0.0,0,Country Knolls,NY,New York,4,4,0
4185947,5397,2359452,2017-10-09,2017-11-08,15,495,15,50,2497.55,0,Triplett,MO,Missouri,10,11,1
3963413,6501,2273532,2017-09-10,2017-10-09,15,1245,80,190,3813.3,0,East McKeesport,PA,Pennsylvania,9,10,1
4342587,2212,2503572,2017-11-27,2017-12-26,15,495,90,140,3199.6,0,Humboldt,IA,Iowa,11,12,1
4659520,4574,2333688,2017-09-30,2017-10-29,15,1495,25,105,3467.5,0,Chain Lake,WA,Washington,9,10,1
1108053,3672,1512360,2016-11-12,2016-12-11,15,995,0,0,0.0,0,Roodhouse,IL,Illinois,11,12,1
1659333,11451,1078272,2016-05-01,2016-05-04,15,1245,5,5,120.0,0,Hillcrest,TX,Texas,5,5,0
2268613,7044,1609464,2016-12-24,2017-01-23,15,1745,70,100,14001.75,0,Olancha,CA,California,12,1,1
3097867,1484,1737552,2017-02-20,2017-03-19,15,495,60,120,1952.6,0,West Milton,OH,Ohio,2,3,0
3273227,4379,1963584,2017-05-19,2017-06-18,15,495,30,60,502.95,0,Fayette City,PA,Pennsylvania,5,6,1
3719200,5207,2378400,2017-10-16,2017-11-15,15,1245,40,70,2489.6,0,St. Martins,MO,Missouri,10,11,1
4595920,6048,2228952,2017-08-25,2017-09-24,15,495,40,55,1735.65,0,Nehalem,OR,Oregon,8,9,1
1023520,4698,2310816,2017-09-23,2017-10-22,15,745,0,0,0.0,0,Hartstown,PA,Pennsylvania,9,10,1
1727973,6605,1177728,2016-06-15,2016-07-14,15,1495,105,120,1980.0,10,Eldora,IA,Iowa,6,7,1
4512453,5901,2285772,2017-09-15,2017-10-14,15,1495,105,115,4477.5,10,Ebensburg,PA,Pennsylvania,9,10,1
4905813,6302,2229168,2017-08-25,2017-09-11,15,1495,40,70,1615.95,0,Manor,PA,Pennsylvania,8,9,0
1590107,9286,1530564,2016-11-21,2016-12-20,15,495,40,70,1333.2,0,Bridgeview,IL,Illinois,11,12,1
2271627,4281,1376700,2016-09-18,2016-10-17,15,745,0,0,0.0,0,Bates City,MO,Missouri,9,10,1
2330640,1205,1330200,2016-08-26,2016-09-25,15,745,10,20,489.6,5,Hayward,CA,California,8,9,1
2462080,7823,1452324,2016-10-17,2016-11-16,15,1495,35,55,1704.0,0,Clayton,MO,Missouri,10,11,1
2824987,1664,1867812,2017-04-10,2017-05-09,50,1495,0,0,0.0,0,Walker,IA,Iowa,4,5,1
3010133,10588,1626288,2017-01-01,2017-01-09,15,495,5,15,547.2,0,Carnation,WA,Washington,1,1,0
7107627,11123,2877252,2018-03-21,2018-04-20,15,995,10,20,213.55,0,Millers Cove,TX,Texas,3,4,0
1099920,1905,1986636,2017-05-28,2017-06-27,15,745,380,495,2934.35,15,Wilsonia,CA,California,5,6,1
3005013,8305,1761540,2017-03-01,2017-03-28,15,745,0,0,0.0,0,Denmark,IA,Iowa,3,3,1
3579120,2764,1919100,2017-05-01,2017-05-30,15,995,55,60,1911.15,0,East Rancho Dominguez,CA,California,5,5,1
5867867,3724,2870676,2018-03-18,2018-04-17,15,1495,10,90,198.6,0,Emerald Bay,TX,Texas,3,4,0
6855840,7819,2812344,2018-03-01,2018-03-06,15,1495,10,10,323.95,0,Volta,CA,California,3,3,0
1599733,4356,1103484,2016-05-15,2016-06-14,50,1745,20,15,1416.45,0,North San Pedro,TX,Texas,5,6,1
4742267,4383,2359656,2017-10-09,2017-10-25,15,1495,0,0,0.0,0,Ellsworth,PA,Pennsylvania,10,10,0
5597920,9765,2408604,2017-10-26,2017-11-25,15,995,45,110,2644.85,0,Climbing Hill,IA,Iowa,10,11,0
1049387,2205,1440816,2016-10-12,2016-11-11,50,2995,550,695,19829.35,10,Thornburg,IA,Iowa,10,11,1
1885733,5070,1181724,2016-06-16,2016-07-15,15,495,0,0,150.0,5,Yolo,CA,California,6,7,1
2391120,6629,1350312,2016-09-04,2016-10-03,15,495,5,35,1785.0,5,Gowanda,NY,New York,9,10,1
4584693,9963,2222940,2017-08-23,2017-08-25,50,2245,0,5,117.0,0,Corry,PA,Pennsylvania,8,8,0
4870827,5329,2307336,2017-09-22,2017-10-21,15,995,5,35,433.2,0,Slippery Rock University,PA,Pennsylvania,9,10,1
1736480,9736,2482740,2017-11-18,2017-12-17,15,745,190,355,5053.7,5,Spring Mount,PA,Pennsylvania,11,12,1
1685493,457,1153152,2016-06-08,2016-07-07,15,1245,245,290,12546.1,5,Sellersville,PA,Pennsylvania,6,7,1
